code,disciplineId,userId,dayId,hourId,turnId,calendarID
2025.2 - LFS - S1,214,68,4,9,3,1
2024.2 - LFS - S3,230,36,4,9,3,1
2025.2 - BSI - S1,1,56,4,9,3,1
2025.1 - TMC - S2,125,106,4,9,3,1
2025.2 - LMT - S1,217,34,4,9,3,1
2024.2 - LMT - S3,1,28,4,9,3,1
2025.2 - SAD - S1,424,93,4,10,3,1
2025.1 - SAD - S2,430,52,4,10,3,1
2025.1 - EJA - S2,345,51,4,10,3,1
2024.1 - EJA - S4,355,96,4,10,3,1
2025.2 - LFS - S1,214,68,4,10,3,1
2024.2 - LFS - S3,230,36,4,10,3,1
2025.2 - BSI - S1,1,56,4,10,3,1
2025.1 - TMC - S2,125,106,4,10,3,1
2025.2 - LMT - S1,217,34,4,10,3,1
2024.2 - LMT - S3,1,28,4,10,3,1
2025.2 - SAD - S1,426,52,4,11,3,1
2025.1 - SAD - S2,234,26,4,11,3,1
2025.1 - EJA - S2,318,68,4,11,3,1
2024.1 - EJA - S4,177,51,4,11,3,1
2025.2 - LFS - S1,260,90,4,11,3,1
2024.2 - LFS - S3,61,75,4,11,3,1
2025.2 - BSI - S1,3,80,4,11,3,1
2025.1 - TMC - S2,47,40,4,11,3,1
2025.2 - LMT - S1,219,56,4,11,3,1
2024.2 - LMT - S3,226,46,4,11,3,1
2025.2 - SAD - S1,426,52,4,12,3,1
2025.1 - SAD - S2,234,26,4,12,3,1
2025.1 - EJA - S2,316,22,4,12,3,1
2024.1 - EJA - S4,177,51,4,12,3,1
2025.2 - LFS - S1,260,90,4,12,3,1
2024.2 - LFS - S3,61,75,4,12,3,1
2025.2 - BSI - S1,3,80,4,12,3,1
2025.1 - TMC - S2,47,40,4,12,3,1
2025.2 - LMT - S1,219,56,4,12,3,1
2024.2 - LMT - S3,226,46,4,12,3,1
2025.2 - SAD - S1,444,86,5,9,3,1
2025.1 - SAD - S2,436,106,5,9,3,1
2025.1 - EJA - S2,324,96,5,9,3,1
2024.1 - EJA - S4,177,51,5,9,3,1
2025.2 - LFS - S1,259,72,5,9,3,1
2024.2 - LFS - S3,61,75,5,9,3,1
2025.2 - BSI - S1,1,56,5,9,3,1
2025.1 - TMC - S2,47,40,5,9,3,1
2025.2 - LMT - S1,217,34,5,9,3,1
2024.2 - LMT - S3,225,90,5,9,3,1
2025.2 - SAD - S1,444,86,5,10,3,1
2025.1 - SAD - S2,436,106,5,10,3,1
2025.1 - EJA - S2,324,96,5,10,3,1
2024.1 - EJA - S4,177,51,5,10,3,1
2025.2 - LFS - S1,259,72,5,10,3,1
2024.2 - LFS - S3,61,75,5,10,3,1
2025.2 - BSI - S1,1,56,5,10,3,1
2025.1 - TMC - S2,47,40,5,10,3,1
2025.2 - LMT - S1,217,34,5,10,3,1
2024.2 - LMT - S3,225,90,5,10,3,1
2025.2 - SAD - S1,428,86,5,11,3,1
2025.1 - SAD - S2,430,52,5,11,3,1
2025.1 - EJA - S2,345,51,5,11,3,1
2024.1 - EJA - S4,63,94,5,11,3,1
2025.2 - LFS - S1,260,90,5,11,3,1
2024.2 - LFS - S3,230,36,5,11,3,1
2025.2 - BSI - S1,3,80,5,11,3,1
2025.2 - LMT - S1,214,68,5,11,3,1
2025.2 - SAD - S1,428,86,5,12,3,1
2025.1 - SAD - S2,430,52,5,12,3,1
2025.1 - EJA - S2,345,51,5,12,3,1
2024.1 - EJA - S4,63,94,5,12,3,1
2025.2 - LFS - S1,260,90,5,12,3,1
2024.2 - LFS - S3,230,36,5,12,3,1
2025.2 - BSI - S1,3,80,5,12,3,1
