turnId,code,disciplineId,userId,hourId,dayId,calendarID
3,2025.2 - BSI - S1,5,25,11,2,1
3,2025.2 - BSI - S1,5,25,12,2,1
3,2025.2 - BSI - S1,6,110,9,3,1
3,2025.2 - BSI - S1,6,110,10,3,1
3,2025.2 - BSI - S1,2,26,11,3,1
3,2025.2 - BSI - S1,2,26,12,3,1
3,2025.2 - BSI - S1,1,103,9,4,1
3,2025.2 - BSI - S1,1,103,10,4,1
3,2025.2 - BSI - S1,3,109,11,4,1
3,2025.2 - BSI - S1,3,109,12,4,1
3,2025.2 - BSI - S1,1,103,9,5,1
3,2025.2 - BSI - S1,1,103,10,5,1
3,2025.2 - BSI - S1,3,109,11,5,1
3,2025.2 - BSI - S1,3,109,12,5,1
3,2025.1 - TMI - S2,73,41,9,1,1
3,2025.1 - TMI - S2,73,41,10,1,1
3,2025.1 - TMI - S2,175,95,11,1,1
3,2025.1 - TMI - S2,175,95,12,1,1
3,2025.1 - TMI - S2,73,41,9,2,1
3,2025.1 - TMI - S2,73,41,10,2,1
3,2025.1 - TMI - S2,175,95,11,2,1
3,2025.1 - TMI - S2,175,95,12,2,1
3,2025.1 - TMI - S2,301,62,9,3,1
3,2025.1 - TMI - S2,301,62,10,3,1
3,2025.1 - TMI - S2,301,62,11,3,1
3,2025.1 - TMI - S2,301,62,12,3,1
3,2025.1 - TMI - S2,176,106,9,4,1
3,2025.1 - TMI - S2,176,106,10,4,1
3,2025.1 - TMI - S2,47,40,11,4,1
3,2025.1 - TMI - S2,47,40,12,4,1
3,2025.1 - TMI - S2,47,40,9,5,1
3,2025.1 - TMI - S2,47,40,10,5,1
3,2025.2 - LMT - S1,218,58,9,1,1
3,2025.2 - LMT - S1,218,58,10,1,1
3,2025.2 - LMT - S1,215,31,11,1,1
3,2025.2 - LMT - S1,215,31,12,1,1
3,2025.2 - LMT - S1,215,31,9,2,1
3,2025.2 - LMT - S1,215,31,10,2,1
3,2025.2 - LMT - S1,216,76,11,2,1
3,2025.2 - LMT - S1,216,76,12,2,1
3,2025.2 - LMT - S1,218,58,9,3,1
3,2025.2 - LMT - S1,218,58,10,3,1
3,2025.2 - LMT - S1,214,68,11,3,1
3,2025.2 - LMT - S1,214,68,12,3,1
3,2025.2 - LMT - S1,217,34,9,4,1
3,2025.2 - LMT - S1,217,34,10,4,1
3,2025.2 - LMT - S1,219,103,11,4,1
3,2025.2 - LMT - S1,219,103,12,4,1
3,2025.2 - LMT - S1,217,34,9,5,1
3,2025.2 - LMT - S1,217,34,10,5,1
3,2025.2 - LMT - S1,214,68,11,5,1
3,2024.2 - LMT - S3,227,83,9,1,1
3,2024.2 - LMT - S3,227,83,10,1,1
3,2024.2 - LMT - S3,228,76,11,1,1
3,2024.2 - LMT - S3,228,76,12,1,1
3,2024.2 - LMT - S3,1,28,9,2,1
3,2024.2 - LMT - S3,1,28,10,2,1
3,2024.2 - LMT - S3,227,83,11,2,1
3,2024.2 - LMT - S3,227,83,12,2,1
3,2024.2 - LMT - S3,225,107,9,3,1
3,2024.2 - LMT - S3,225,107,10,3,1
3,2024.2 - LMT - S3,226,46,11,3,1
3,2024.2 - LMT - S3,226,46,12,3,1
3,2024.2 - LMT - S3,1,28,9,4,1
3,2024.2 - LMT - S3,1,28,10,4,1
3,2024.2 - LMT - S3,226,46,11,4,1
3,2024.2 - LMT - S3,226,46,12,4,1
3,2024.2 - LMT - S3,225,107,9,5,1
3,2024.2 - LMT - S3,225,107,10,5,1
